chi_name,wind_name,pure_name,quant_name
神雾节能,000820.SZ,000820,000820.SZ
兴齐眼药,300573.SZ,300573,300573.SZ
神宇股份,300563.SZ,300563,300563.SZ
安车检测,300572.SZ,300572,300572.SZ
凯中精密,002823.SZ,002823,002823.SZ
科信技术,300565.SZ,300565,300565.SZ
金奥博,002917.SZ,002917,002917.SZ
美芝股份,002856.SZ,002856,002856.SZ
名雕股份,002830.SZ,002830,002830.SZ
丝路视觉,300556.SZ,300556,300556.SZ
中装建设,002822.SZ,002822,002822.SZ
顺利办,000606.SZ,000606,000606.SZ
金桥信息,603918.SH,603918,603918.SS
市北高新,600604.SH,600604,600604.SS
世嘉科技,002796.SZ,002796,002796.SZ
石基信息,002153.SZ,002153,002153.SZ
新界泵业,002532.SZ,002532,002532.SZ
欣锐科技,300745.SZ,300745,300745.SZ
新华医疗,600587.SH,600587,600587.SS
上海九百,600838.SH,600838,600838.SS
开开实业,600272.SH,600272,600272.SS
寿仙谷,603896.SH,603896,603896.SS
*ST上普,600680.SH,600680,600680.SS
盛和资源,600392.SH,600392,600392.SS
首航节能,002665.SZ,002665,002665.SZ
天宸股份,600620.SH,600620,600620.SS
同达创业,600647.SH,600647,600647.SS
双环传动,002472.SZ,002472,002472.SZ
*ST双环,000707.SZ,000707,000707.SZ
双汇发展,000895.SZ,000895,000895.SZ
双林股份,300100.SZ,300100,300100.SZ
四川双马,000935.SZ,000935,000935.SZ
双塔食品,002481.SZ,002481,002481.SZ
双一科技,300690.SZ,300690,300690.SZ
顺灏股份,002565.SZ,002565,002565.SZ
顺鑫农业,000860.SZ,000860,000860.SZ
宣亚国际,300612.SZ,300612,300612.SZ
万业企业,600641.SH,600641,600641.SS
金山股份,600396.SH,600396,600396.SS
现代制药,600420.SH,600420,600420.SS
思特奇,300608.SZ,300608,300608.SZ
上海机场,600009.SH,600009,600009.SS
四川成渝,601107.SH,601107,601107.SS
四川九洲,000801.SZ,000801,000801.SZ
日机密封,300470.SZ,300470,300470.SZ
上实发展,600748.SH,600748,600748.SS
赛意信息,300687.SZ,300687,300687.SZ
司尔特,002538.SZ,002538,002538.SZ
思源电气,002028.SZ,002028,002028.SZ
四方股份,601126.SH,601126,601126.SS
士兰微,600460.SH,600460,600460.SS
银禧科技,300221.SZ,300221,300221.SZ
银龙股份,603969.SH,603969,603969.SS
思美传媒,002712.SZ,002712,002712.SZ
盛弘股份,300693.SZ,300693,300693.SZ
中农立华,603970.SH,603970,603970.SS
华微电子,600360.SH,600360,600360.SS
外运发展,600270.SH,600270,600270.SS
未名医药,002581.SZ,002581,002581.SZ
国瓷材料,300285.SZ,300285,300285.SZ
中化国际,600500.SH,600500,600500.SS
中科金财,002657.SZ,002657,002657.SZ
希努尔,002485.SZ,002485,002485.SZ
潜能恒信,300191.SZ,300191,300191.SZ
神州长城,000018.SZ,000018,000018.SZ
吉鑫科技,601218.SH,601218,601218.SS
国金证券,600109.SH,600109,600109.SS
中材节能,603126.SH,603126,603126.SS
中材国际,600970.SH,600970,600970.SS
国机汽车,600335.SH,600335,600335.SS
中材科技,002080.SZ,002080,002080.SZ
中矿资源,002738.SZ,002738,002738.SZ
中国石化,600028.SH,600028,600028.SS
国药一致,000028.SZ,000028,000028.SZ
国药股份,600511.SH,600511,600511.SS
中钢国际,000928.SZ,000928,000928.SZ
兆日科技,300333.SZ,300333,300333.SZ
中新赛克,002912.SZ,002912,002912.SZ
ST锐电,601558.SH,601558,601558.SS
中颖电子,300327.SZ,300327,300327.SZ
上港集团,600018.SH,600018,600018.SS
陕国投A,000563.SZ,000563,000563.SZ
四通股份,603838.SH,603838,603838.SS
四通新材,300428.SZ,300428,300428.SZ
金杯汽车,600609.SH,600609,600609.SS
三聚环保,300072.SZ,300072,300072.SZ
三江购物,601116.SH,601116,601116.SS
金枫酒业,600616.SH,600616,600616.SS
交运股份,600676.SH,600676,600676.SS
东方能源,000958.SZ,000958,000958.SZ
苏垦农发,601952.SH,601952,601952.SS
三棵树,603737.SH,603737,603737.SS
天瑞仪器,300165.SZ,300165,300165.SZ
创维数字,000810.SZ,000810,000810.SZ
斯莱克,300382.SZ,300382,300382.SZ
畅联股份,603648.SH,603648,603648.SS
世联行,002285.SZ,002285,002285.SZ
上海临港,600848.SH,600848,600848.SS
当代东方,000673.SZ,000673,000673.SZ
朗科智能,300543.SZ,300543,300543.SZ
双鹭药业,002038.SZ,002038,002038.SZ
圣龙股份,603178.SH,603178,603178.SS
世龙实业,002748.SZ,002748,002748.SZ
香溢融通,600830.SH,600830,600830.SS
上海梅林,600073.SH,600073,600073.SS
智慧能源,600869.SH,600869,600869.SS
世茂股份,600823.SH,600823,600823.SS
上海三毛,600689.SH,600689,600689.SS
上海机电,600835.SH,600835,600835.SS
岷江水电,600131.SH,600131,600131.SS
神马股份,600810.SH,600810,600810.SS
城投控股,600649.SH,600649,600649.SS
山东矿机,002526.SZ,002526,002526.SZ
三晖电气,002857.SZ,002857,002857.SZ
上海物贸,600822.SH,600822,600822.SS
沈阳机床,000410.SZ,000410,000410.SZ
新北洋,002376.SZ,002376,002376.SZ
北化股份,002246.SZ,002246,002246.SZ
雪人股份,002639.SZ,002639,002639.SZ
新世界,600628.SH,600628,600628.SS
石化机械,000852.SZ,000852,000852.SZ
中迪投资,000609.SZ,000609,000609.SZ
双杰电气,300444.SZ,300444,300444.SZ
小康股份,601127.SH,601127,601127.SS
索菱股份,002766.SZ,002766,002766.SZ
宋城演艺,300144.SZ,300144,300144.SZ
松发股份,603268.SH,603268,603268.SS
松芝股份,002454.SZ,002454,002454.SZ
开立医疗,300633.SZ,300633,300633.SZ
江苏索普,600746.SH,600746,600746.SS
智慧松德,300173.SZ,300173,300173.SZ
南方汇通,000920.SZ,000920,000920.SZ
搜于特,002503.SZ,002503,002503.SZ
数源科技,000909.SZ,000909,000909.SZ
莎普爱思,603168.SH,603168,603168.SS
上海石化,600688.SH,600688,600688.SS
清新环境,002573.SZ,002573,002573.SZ
浦发银行,600000.SH,600000,600000.SS
华谊嘉信,300071.SZ,300071,300071.SZ
硕贝德,300322.SZ,300322,300322.SZ
上海凤凰,600679.SH,600679,600679.SS
深深房A,000029.SZ,000029,000029.SZ
远达环保,600292.SH,600292,600292.SS
南方传媒,601900.SH,601900,601900.SS
贵研铂业,600459.SH,600459,600459.SS
四川路桥,600039.SH,600039,600039.SS
世荣兆业,002016.SZ,002016,002016.SZ
*ST油服,600871.SH,600871,600871.SS
申华控股,600653.SH,600653,600653.SS
三圣股份,002742.SZ,002742,002742.SZ
舒泰神,300204.SZ,300204,300204.SZ
史丹利,002588.SZ,002588,002588.SZ
星网锐捷,002396.SZ,002396,002396.SZ
明星电缆,603333.SH,603333,603333.SS
星湖科技,600866.SH,600866,600866.SS
星网宇达,002829.SZ,002829,002829.SZ
司太立,603520.SH,603520,603520.SS
星帅尔,002860.SZ,002860,002860.SZ
星普医科,300143.SZ,300143,300143.SZ
隧道股份,600820.SH,600820,600820.SS
新时达,002527.SZ,002527,002527.SZ
斯太尔,000760.SZ,000760,000760.SZ
*ST天业,600807.SH,600807,600807.SS
深纺织A,000045.SZ,000045,000045.SZ
欢瑞世纪,000892.SZ,000892,000892.SZ
海峡股份,002320.SZ,002320,002320.SZ
超讯通信,603322.SH,603322,603322.SS
太钢不锈,000825.SZ,000825,000825.SZ
苏宁环球,000718.SZ,000718,000718.SZ
宇顺电子,002289.SZ,002289,002289.SZ
中核科技,000777.SZ,000777,000777.SZ
中科曙光,603019.SH,603019,603019.SS
苏利股份,603585.SH,603585,603585.SS
数码科技,300079.SZ,300079,300079.SZ
苏美达,600710.SH,600710,600710.SS
四创电子,600990.SH,600990,600990.SS
大连圣亚,600593.SH,600593,600593.SS
太阳电缆,002300.SZ,002300,002300.SZ
新大洲A,000571.SZ,000571,000571.SZ
三德科技,300515.SZ,300515,300515.SZ
宋都股份,600077.SH,600077,600077.SS
向日葵,300111.SZ,300111,300111.SZ
翔港科技,603499.SH,603499,603499.SS
阳光电源,300274.SZ,300274,300274.SZ
山河药辅,300452.SZ,300452,300452.SZ
苏宁易购,002024.SZ,002024,002024.SZ
三垒股份,002621.SZ,002621,002621.SZ
*ST圣莱,002473.SZ,002473,002473.SZ
长亮科技,300348.SZ,300348,300348.SZ
顺络电子,002138.SZ,002138,002138.SZ
世名科技,300522.SZ,300522,300522.SZ
深南股份,002417.SZ,002417,002417.SZ
圣农发展,002299.SZ,002299,002299.SZ
三利谱,002876.SZ,002876,002876.SZ
芯能科技,603105.SH,603105,603105.SS
太阳纸业,002078.SZ,002078,002078.SZ
日出东方,603366.SH,603366,603366.SS
蓝晓科技,300487.SZ,300487,300487.SZ
日上集团,002593.SZ,002593,002593.SZ
炬华科技,300360.SZ,300360,300360.SZ
祥源文化,600576.SH,600576,600576.SS
日海智能,002313.SZ,002313,002313.SZ
光韵达,300227.SZ,300227,300227.SZ
阳光城,000671.SZ,000671,000671.SZ
明阳电路,300739.SZ,300739,300739.SZ
索通发展,603612.SH,603612,603612.SS
崇达技术,002815.SZ,002815,002815.SZ
孚日股份,002083.SZ,002083,002083.SZ
山河智能,002097.SZ,002097,002097.SZ
三维通信,002115.SZ,002115,002115.SZ
三维工程,002469.SZ,002469,002469.SZ
信维通信,300136.SZ,300136,300136.SZ
顺威股份,002676.SZ,002676,002676.SZ
赛为智能,300044.SZ,300044,300044.SZ
欣旺达,300207.SZ,300207,300207.SZ
深圳新星,603978.SH,603978,603978.SS
信雅达,600571.SH,600571,600571.SS
新亚制程,002388.SZ,002388,002388.SZ
超图软件,300036.SZ,300036,300036.SZ
新雷能,300593.SZ,300593,300593.SZ
苏泊尔,002032.SZ,002032,002032.SZ
任子行,300311.SZ,300311,300311.SZ
苏试试验,300416.SZ,300416,300416.SZ
春秋电子,603890.SH,603890,603890.SS
苏大维格,300331.SZ,300331,300331.SZ
顺网科技,300113.SZ,300113,300113.SZ
天鹅股份,603029.SH,603029,603029.SS
*ST三维,000755.SZ,000755,000755.SZ
申万宏源,000166.SZ,000166,000166.SZ
西南证券,600369.SH,600369,600369.SS
中电兴发,002298.SZ,002298,002298.SZ
广电网络,600831.SH,600831,600831.SS
新南洋,600661.SH,600661,600661.SS
双星新材,002585.SZ,002585,002585.SZ
三鑫医疗,300453.SZ,300453,300453.SZ
商业城,600306.SH,600306,600306.SS
沈阳化工,000698.SZ,000698,000698.SZ
盛运环保,300090.SZ,300090,300090.SZ
商赢环球,600146.SH,600146,600146.SS
哈工智能,000584.SZ,000584,000584.SZ
神思电子,300479.SZ,300479,300479.SZ
耀皮玻璃,600819.SH,600819,600819.SS
盛洋科技,603703.SH,603703,603703.SS
生益科技,600183.SH,600183,600183.SS
农产品,000061.SZ,000061,000061.SZ
深大通,000038.SZ,000038,000038.SZ
科陆电子,002121.SZ,002121,002121.SZ
深高速,600548.SH,600548,600548.SS
深圳惠程,002168.SZ,002168,002168.SZ
金证股份,600446.SH,600446,600446.SS
苏州高新,600736.SH,600736,600736.SS
证通电子,002197.SZ,002197,002197.SZ
天健集团,000090.SZ,000090,000090.SZ
泰尔股份,002347.SZ,002347,002347.SZ
泰禾集团,000732.SZ,000732,000732.SZ
泰合健康,000790.SZ,000790,000790.SZ
泰禾光电,603656.SH,603656,603656.SS
台华新材,603055.SH,603055,603055.SS
太极股份,002368.SZ,002368,002368.SZ
太极集团,600129.SH,600129,600129.SS
恺英网络,002517.SZ,002517,002517.SZ
唐德影视,300426.SZ,300426,300426.SZ
拓维信息,002261.SZ,002261,002261.SZ
太龙药业,600222.SH,600222,600222.SS
星光农机,603789.SH,603789,603789.SS
田中精机,300461.SZ,300461,300461.SZ
天地源,600665.SH,600665,600665.SS
天舟文化,300148.SZ,300148,300148.SZ
碳元科技,603133.SH,603133,603133.SS
塔牌集团,002233.SZ,002233,002233.SZ
天士力,600535.SH,600535,600535.SS
太安堂,002433.SZ,002433,002433.SZ
大富科技,300134.SZ,300134,300134.SZ
特变电工,600089.SH,600089,600089.SS
天邦股份,002124.SZ,002124,002124.SZ
天成自控,603085.SH,603085,603085.SS
创业环保,600874.SH,600874,600874.SS
太化股份,600281.SH,600281,600281.SS
上峰水泥,000672.SZ,000672,000672.SZ
天成控股,600112.SH,600112,600112.SS
TCL集团,000100.SZ,000100,000100.SZ
通策医疗,600763.SH,600763,600763.SS
天康生物,002100.SZ,002100,002100.SZ
天通股份,600330.SH,600330,600330.SS
通鼎互联,002491.SZ,002491,002491.SZ
天地科技,600582.SH,600582,600582.SS
天夏智慧,000662.SZ,000662,000662.SZ
华胜天成,600410.SH,600410,600410.SS
通宝能源,600780.SH,600780,600780.SS
长川科技,300604.SZ,300604,300604.SZ
达意隆,002209.SZ,002209,002209.SZ
天翔环境,300362.SZ,300362,300362.SZ
弘讯科技,603015.SH,603015,603015.SS
神州信息,000555.SZ,000555,000555.SZ
台基股份,300046.SZ,300046,300046.SZ
太龙照明,300650.SZ,300650,300650.SZ
德生科技,002908.SZ,002908,002908.SZ
泰达股份,000652.SZ,000652,000652.SZ
泰瑞机器,603289.SH,603289,603289.SS
透景生命,300642.SZ,300642,300642.SZ
泰豪科技,600590.SH,600590,600590.SS
天音控股,000829.SZ,000829,000829.SZ
腾邦国际,300178.SZ,300178,300178.SZ
腾达建设,600512.SH,600512,600512.SS
腾信股份,300392.SZ,300392,300392.SZ
特尔佳,002213.SZ,002213,002213.SZ
天孚通信,300394.SZ,300394,300394.SZ
铜峰电子,600237.SH,600237,600237.SS
通富微电,002156.SZ,002156,002156.SZ
天富能源,600509.SH,600509,600509.SS
通光线缆,300265.SZ,300265,300265.SZ
特锐德,300001.SZ,300001,300001.SZ
三峡水利,600116.SH,600116,600116.SS
塞力斯,603716.SH,603716,603716.SS
天华超净,300390.SZ,300390,300390.SZ
天和防务,300397.SZ,300397,300397.SZ
通化东宝,600867.SH,600867,600867.SS
通葡股份,600365.SH,600365,600365.SS
天华院,600579.SH,600579,600579.SS
新经典,603096.SH,603096,603096.SS
台海核电,002366.SZ,002366,002366.SZ
三星新材,603578.SH,603578,603578.SS
三维股份,603033.SH,603033,603033.SS
铁汉生态,300197.SZ,300197,300197.SZ
同方股份,600100.SH,600100,600100.SS
中科创达,300496.SZ,300496,300496.SZ
华宇软件,300271.SZ,300271,300271.SZ
天沃科技,002564.SZ,002564,002564.SZ
天安新材,603725.SH,603725,603725.SS
天宝食品,002220.SZ,002220,002220.SZ
天广中茂,002509.SZ,002509,002509.SZ
七一二,603712.SH,603712,603712.SS
天津港,600717.SH,600717,600717.SS
天津普林,002134.SZ,002134,002134.SZ
神雾环保,300156.SZ,300156,300156.SZ
深天马A,000050.SZ,000050,000050.SZ
*ST天马,002122.SZ,002122,002122.SZ
天马科技,603668.SH,603668,603668.SS
天目湖,603136.SH,603136,603136.SS
天齐锂业,002466.SZ,002466,002466.SZ
天润乳业,600419.SH,600419,600419.SS
天润曲轴,002283.SZ,002283,002283.SZ
天山生物,300313.SZ,300313,300313.SZ
天晟新材,300169.SZ,300169,300169.SZ
天圣制药,002872.SZ,002872,002872.SZ
贝瑞基因,000710.SZ,000710,000710.SZ
天业通联,002459.SZ,002459,002459.SZ
天邑股份,300504.SZ,300504,300504.SZ
天银机电,300342.SZ,300342,300342.SZ
中钢天源,002057.SZ,002057,002057.SZ
天域生态,603717.SH,603717,603717.SS
天喻信息,300205.SZ,300205,300205.SZ
天宇股份,300702.SZ,300702,300702.SZ
天泽信息,300209.SZ,300209,300209.SZ
易明医药,002826.SZ,002826,002826.SZ
西藏发展,000752.SZ,000752,000752.SZ
西藏药业,600211.SH,600211,600211.SS
西藏珠峰,600338.SH,600338,600338.SS
*ST藏旅,600749.SH,600749,600749.SS
卫信康,603676.SH,603676,603676.SS
海航科技,600751.SH,600751,600751.SS
铁岭新城,000809.SZ,000809,000809.SZ
泰格医药,300347.SZ,300347,300347.SZ
电广传媒,000917.SZ,000917,000917.SZ
时代出版,600551.SH,600551,600551.SS
天赐材料,002709.SZ,002709,002709.SZ
天顺风能,002531.SZ,002531,002531.SZ
滨海能源,000695.SZ,000695,000695.SZ
一汽夏利,000927.SZ,000927,000927.SZ
同济科技,600846.SH,600846,600846.SS
天药股份,600488.SH,600488,600488.SS
津劝业,600821.SH,600821,600821.SS
天房发展,600322.SH,600322,600322.SS
中环股份,002129.SZ,002129,002129.SZ
精达股份,600577.SH,600577,600577.SS
天津松江,600225.SH,600225,600225.SS
天玑科技,300245.SZ,300245,300245.SZ
天保基建,000965.SZ,000965,000965.SZ
泰晶科技,603738.SH,603738,603738.SS
桐昆股份,601233.SH,601233,601233.SS
太空智造,300344.SZ,300344,300344.SZ
天龙集团,300063.SZ,300063,300063.SZ
天龙光电,300029.SZ,300029,300029.SZ
天永智能,603895.SH,603895,603895.SS
铜陵有色,000630.SZ,000630,000630.SZ
西藏矿业,000762.SZ,000762,000762.SZ
津膜科技,300334.SZ,300334,300334.SZ
天目药业,600671.SH,600671,600671.SS
时代新材,600458.SH,600458,600458.SS
天能重工,300569.SZ,300569,300569.SZ
天地数码,300743.SZ,300743,300743.SZ
东富龙,300171.SZ,300171,300171.SZ
长信科技,300088.SZ,300088,300088.SZ
桃李面包,603866.SH,603866,603866.SS
同德化工,002360.SZ,002360,002360.SZ
通达股份,002560.SZ,002560,002560.SZ
通程控股,000419.SZ,000419,000419.SZ
通达动力,002576.SZ,002576,002576.SZ
同大股份,300321.SZ,300321,300321.SZ
通化金马,000766.SZ,000766,000766.SZ
城发环境,000885.SZ,000885,000885.SZ
通源石油,300164.SZ,300164,300164.SZ
通润装备,002150.SZ,002150,002150.SZ
东方通,300379.SZ,300379,300379.SZ
通威股份,600438.SH,600438,600438.SS
通宇通讯,002792.SZ,002792,002792.SZ
通裕重工,300185.SZ,300185,300185.SZ
通合科技,300491.SZ,300491,300491.SZ
中航高科,600862.SH,600862,600862.SS
华塑控股,000509.SZ,000509,000509.SZ
天际股份,002759.SZ,002759,002759.SZ
拓邦股份,002139.SZ,002139,002139.SZ
拓日新能,002218.SZ,002218,002218.SZ
鼎信通讯,603421.SH,603421,603421.SS
天创时尚,603608.SH,603608,603608.SS
拓斯达,300607.SZ,300607,300607.SZ
天威视讯,002238.SZ,002238,002238.SZ
火炬电子,603678.SH,603678,603678.SS
探路者,300005.SZ,300005,300005.SZ
得邦照明,603303.SH,603303,603303.SS
同有科技,300302.SZ,300302,300302.SZ
天桥起重,002523.SZ,002523,002523.SZ
天汽模,002510.SZ,002510,002510.SZ
传化智联,002010.SZ,002010,002010.SZ
天壕环境,300332.SZ,300332,300332.SZ
全筑股份,603030.SH,603030,603030.SS
三角轮胎,601163.SH,601163,601163.SS
淳中科技,603516.SH,603516,603516.SS
强力新材,300429.SZ,300429,300429.SZ
创意信息,300366.SZ,300366,300366.SZ
拓尔思,300229.SZ,300229,300229.SZ
唐人神,002567.SZ,002567,002567.SZ
天润数娱,002113.SZ,002113,002113.SZ
同仁堂,600085.SH,600085,600085.SS
楚江新材,002171.SZ,002171,002171.SZ
楚天科技,300358.SZ,300358,300358.SZ
银信科技,300231.SZ,300231,300231.SZ
太辰光,300570.SZ,300570,300570.SZ
天山股份,000877.SZ,000877,000877.SZ
天首发展,000611.SZ,000611,000611.SZ
天顺股份,002800.SZ,002800,002800.SZ
青岛啤酒,600600.SH,600600,600600.SS
泰胜风能,300129.SZ,300129,300129.SZ
泰山石油,000554.SZ,000554,000554.SZ
唐山港,601000.SH,601000,601000.SS
赛象科技,002337.SZ,002337,002337.SZ
凯盛科技,600552.SH,600552,600552.SS
西藏天路,600326.SH,600326,600326.SS
西藏城投,600773.SH,600773,600773.SS
德创环保,603177.SH,603177,603177.SS
东港股份,002117.SZ,002117,002117.SZ
舍得酒业,600702.SH,600702,600702.SS
拓普集团,601689.SH,601689,601689.SS
启迪设计,300500.SZ,300500,300500.SZ
启迪古汉,000590.SZ,000590,000590.SZ
启迪桑德,000826.SZ,000826,000826.SZ
同为股份,002835.SZ,002835,002835.SZ
中广天择,603721.SH,603721,603721.SS
达华智能,002512.SZ,002512,002512.SZ
同兴达,002845.SZ,002845,002845.SZ
天源迪科,300047.SZ,300047,300047.SZ
同益股份,300538.SZ,300538,300538.SZ
太原重工,600169.SH,600169,600169.SS
太阳能,000591.SZ,000591,000591.SZ
特一药业,002728.SZ,002728,002728.SZ
标准股份,600302.SH,600302,600302.SS
泰永长征,002927.SZ,002927,002927.SZ
中新药业,600329.SH,600329,600329.SS
游久游戏,600652.SH,600652,600652.SS
华联控股,000036.SZ,000036,000036.SZ
永艺股份,603600.SH,603600,603600.SS
神州泰岳,300002.SZ,300002,300002.SZ
*ST尤夫,002427.SZ,002427,002427.SZ
紫光学大,000526.SZ,000526,000526.SZ
洲明科技,300232.SZ,300232,300232.SZ
联合光电,300691.SZ,300691,300691.SZ
*ST华泽,000693.SZ,000693,000693.SZ
紫光股份,000938.SZ,000938,000938.SZ
合众思壮,002383.SZ,002383,002383.SZ
众合科技,000925.SZ,000925,000925.SZ
深天地A,000023.SZ,000023,000023.SZ
奥普光电,002338.SZ,002338,002338.SZ
精准信息,300099.SZ,300099,300099.SZ
优博讯,300531.SZ,300531,300531.SZ
环旭电子,601231.SH,601231,601231.SS
万润股份,002643.SZ,002643,002643.SZ
华菱精工,603356.SH,603356,603356.SS
华菱钢铁,000932.SZ,000932,000932.SZ
万方发展,000638.SZ,000638,000638.SZ
万科A,000002.SZ,000002,000002.SZ
万通地产,600246.SH,600246,600246.SS
万和电气,002543.SZ,002543,002543.SZ
海量数据,603138.SH,603138,603138.SS
华帝股份,002035.SZ,002035,002035.SZ
中源协和,600645.SH,600645,600645.SS
视觉中国,000681.SZ,000681,000681.SZ
维科技术,600152.SH,600152,600152.SS
启明星辰,002439.SZ,002439,002439.SZ
维格娜丝,603518.SH,603518,603518.SS
胜宏科技,300476.SZ,300476,300476.SZ
胜利精密,002426.SZ,002426,002426.SZ
万安科技,002590.SZ,002590,002590.SZ
威星智能,002849.SZ,002849,002849.SZ
雄韬股份,002733.SZ,002733,002733.SZ
维信诺,002387.SZ,002387,002387.SZ
威帝股份,603023.SH,603023,603023.SS
菲林格尔,603226.SH,603226,603226.SS
北信源,300352.SZ,300352,300352.SZ
蓝海华腾,300484.SZ,300484,300484.SZ
威唐工业,300707.SZ,300707,300707.SZ
威创股份,002308.SZ,002308,002308.SZ
维维股份,600300.SH,600300,600300.SS
沃森生物,300142.SZ,300142,300142.SZ
万达电影,002739.SZ,002739,002739.SZ
万丰奥威,002085.SZ,002085,002085.SZ
佳沃股份,300268.SZ,300268,300268.SZ
王府井,600859.SH,600859,600859.SS
网宿科技,300017.SZ,300017,300017.SZ
万华化学,600309.SH,600309,600309.SS
皖江物流,600575.SH,600575,600575.SS
万集科技,300552.SZ,300552,300552.SZ
万里马,300591.SZ,300591,300591.SZ
万里股份,600847.SH,600847,600847.SS
万林股份,603117.SH,603117,603117.SS
万里石,002785.SZ,002785,002785.SZ
万里扬,002434.SZ,002434,002434.SZ
万马股份,002276.SZ,002276,002276.SZ
万马科技,300698.SZ,300698,300698.SZ
万年青,000789.SZ,000789,000789.SZ
万顺股份,300057.SZ,300057,300057.SZ
皖通科技,002331.SZ,002331,002331.SZ
万向德农,600371.SH,600371,600371.SS
皖新传媒,601801.SH,601801,601801.SS
华荣股份,603855.SH,603855,603855.SS
华数传媒,000156.SZ,000156,000156.SZ
旋极信息,300324.SZ,300324,300324.SZ
万邦达,300055.SZ,300055,300055.SZ
ST昌鱼,600275.SH,600275,600275.SS
潍柴重机,000880.SZ,000880,000880.SZ
万东医疗,600055.SH,600055,600055.SS
泛微网络,603039.SH,603039,603039.SS
万泽股份,000534.SZ,000534,000534.SZ
伟隆股份,002871.SZ,002871,002871.SZ
潍柴动力,000338.SZ,000338,000338.SZ
威孚高科,000581.SZ,000581,000581.SZ
维宏股份,300508.SZ,300508,300508.SZ
威华股份,002240.SZ,002240,002240.SZ
伟明环保,603568.SH,603568,603568.SS
伟星股份,002003.SZ,002003,002003.SZ
伟星新材,002372.SZ,002372,002372.SZ
维业股份,300621.SZ,300621,300621.SZ
维尔利,300190.SZ,300190,300190.SZ
禾丰牧业,603609.SH,603609,603609.SS
维力医疗,603309.SH,603309,603309.SS
威尔泰,002058.SZ,002058,002058.SZ
文灿股份,603348.SH,603348,603348.SS
皖能电力,000543.SZ,000543,000543.SZ
文科园林,002775.SZ,002775,002775.SZ
温氏股份,300498.SZ,300498,300498.SZ
文一科技,600520.SH,600520,600520.SS
温州宏丰,300283.SZ,300283,300283.SZ
西部建设,002302.SZ,002302,002302.SZ
西部牧业,300106.SZ,300106,300106.SZ
西部矿业,601168.SH,601168,601168.SS
西部黄金,601069.SH,601069,601069.SS
西部资源,600139.SH,600139,600139.SS
西部证券,002673.SZ,002673,002673.SZ
西部创业,000557.SZ,000557,000557.SZ
卫士通,002268.SZ,002268,002268.SZ
文峰股份,601010.SH,601010,601010.SS
卫光生物,002880.SZ,002880,002880.SZ
微光股份,002801.SZ,002801,002801.SZ
外高桥,600648.SH,600648,600648.SS
沃格光电,603773.SH,603773,603773.SS
华光股份,600475.SH,600475,600475.SS
华东数控,002248.SZ,002248,002248.SZ
惠而浦,600983.SH,600983,600983.SS
武汉控股,600168.SH,600168,600168.SS
沃华医药,002107.SZ,002107,002107.SZ
韦尔股份,603501.SH,603501,603501.SS
荃银高科,300087.SZ,300087,300087.SZ
恒基达鑫,002492.SZ,002492,002492.SZ
闻泰科技,600745.SH,600745,600745.SS
汇纳科技,300609.SZ,300609,300609.SZ
粤宏远A,000573.SZ,000573,000573.SZ
卫宁健康,300253.SZ,300253,300253.SZ
ST运盛,600767.SH,600767,600767.SS
云图控股,002539.SZ,002539,002539.SZ
金智科技,002090.SZ,002090,002090.SZ
川大智胜,002253.SZ,002253,002253.SZ
晶方科技,603005.SH,603005,603005.SS
威龙股份,603779.SH,603779,603779.SS
智能自控,002877.SZ,002877,002877.SZ
西部材料,002149.SZ,002149,002149.SZ
沃尔核材,002130.SZ,002130,002130.SZ
卧龙电气,600580.SH,600580,600580.SS
卧龙地产,600173.SH,600173,600173.SS
我武生物,300357.SZ,300357,300357.SZ
万兴科技,300624.SZ,300624,300624.SZ
万达信息,300168.SZ,300168,300168.SZ
网达软件,603189.SH,603189,603189.SS
万孚生物,300482.SZ,300482,300482.SZ
沃特股份,002886.SZ,002886,002886.SZ
文山电力,600995.SH,600995,600995.SS
万盛股份,603010.SH,603010,603010.SS
沃施股份,300483.SZ,300483,300483.SZ
永泰能源,600157.SH,600157,600157.SS
皇庭国际,000056.SZ,000056,000056.SZ
吴通控股,300292.SZ,300292,300292.SZ
汇嘉时代,603101.SH,603101,603101.SS
吴江银行,603323.SH,603323,603323.SS
武进不锈,603878.SH,603878,603878.SS
五粮液,000858.SZ,000858,000858.SZ
鄂武商A,000501.SZ,000501,000501.SZ
理工光科,300557.SZ,300557,300557.SZ
药明康德,603259.SH,603259,603259.SS
隆盛科技,300680.SZ,300680,300680.SZ
无锡银行,600908.SH,600908,600908.SS
皖维高新,600063.SH,600063,600063.SS
万向钱潮,000559.SZ,000559,000559.SZ
太极实业,600667.SH,600667,600667.SS
五洋停车,300420.SZ,300420,300420.SZ
物产中大,600704.SH,600704,600704.SS
五洲交通,600368.SH,600368,600368.SS
王子新材,002735.SZ,002735,002735.SZ
新安股份,600596.SH,600596,600596.SS
西安旅游,000610.SZ,000610,000610.SZ
西安饮食,000721.SZ,000721,000721.SZ
新宝股份,002705.SZ,002705,002705.SZ
西泵股份,002536.SZ,002536,002536.SZ
晓程科技,300139.SZ,300139,300139.SZ
五洲新春,603667.SH,603667,603667.SS
新潮能源,600777.SH,600777,600777.SS
西昌电力,600505.SH,600505,600505.SS
河北宣工,000923.SZ,000923,000923.SZ
